ID Group,Group,ID Industry,Industry,ID Year,Year,ID State,State,Workforce by Industry and Gender,Workforce by Industry and Gender Moe,ACS Industry yg RCA,Geography,ID Geography,Slug Geography,Median Earnings,Median Earnings Moe,Workforce Prev,Workforce Growth,Median Earnings Prev,Median Earnings Growth,Share
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2022,"2022","04000US19","Iowa",506,208.06008747474849,1.1570138649980612,"Ames, IA","16000US1901855","ames-ia",39857,67111,664,-23.795180722891565,39070,2.014333248016381,1.3876700307152259
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2022,"2022","04000US19","Iowa",56,73.99999999999999,0.3488057394354512,"Ames, IA","16000US1901855","ames-ia",,,69,-18.84057971014493,155665,NaN,0.153576129881527
1,"Construction (Group)",2,"Construction",2022,"2022","04000US19","Iowa",1332,350.4083332342426,0.5312217239113745,"Ames, IA","16000US1901855","ames-ia",112880,57468,1071,24.369747899159663,116161,-2.824528025757354,3.6529179464677495
2,"Manufacturing (Group)",3,"Manufacturing",2022,"2022","04000US19","Iowa",3007,427.8983524156175,0.8253971871400185,"Ames, IA","16000US1901855","ames-ia",79692,31752,2662,12.960180315552217,73658,8.191913980830325,8.24648968845985
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2022,"2022","04000US19","Iowa",626,333.097583299549,0.7148900023434134,"Ames, IA","16000US1901855","ames-ia",56238,85487,660,-5.151515151515151,73676,-23.66849448938596,1.7167617376042124
4,"Retail Trade (Group)",5,"Retail Trade",2022,"2022","04000US19","Iowa",3950,522.6892001945324,0.9857448509706662,"Ames, IA","16000US1901855","ames-ia",32135,7563,3256,21.314496314496314,36817,-12.71695140831681,10.832602018429135
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2022,"2022","04000US19","Iowa",823,223.32935319836483,0.456305466089921,"Ames, IA","16000US1901855","ames-ia",50705,15832,853,-3.5169988276670576,49849,1.7171859014222954,2.2570206230802983
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2022,"2022","04000US19","Iowa",151,79.51100552753688,0.4947026684686799,"Ames, IA","16000US1901855","ames-ia",101419,34684,132,14.393939393939394,100209,1.207476374377551,0.41410706450197454
6,"Information (Group)",8,"Information",2022,"2022","04000US19","Iowa",524,209.57099035887578,0.756968076678319,"Ames, IA","16000US1901855","ames-ia",35130,24507,655,-20,30150,16.517412935323385,1.437033786748574
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2022,"2022","04000US19","Iowa",864,257.7382393049196,0.4970121293810178,"Ames, IA","16000US1901855","ames-ia",102361,34307,1030,-16.116504854368934,130206,-21.3853432253506,2.369460289600702
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2022,"2022","04000US19","Iowa",632,231.35254483147574,0.9162145733756503,"Ames, IA","16000US1901855","ames-ia",60277,35478,606,4.29042904290429,37219,61.95222870039496,1.733216322948662
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2022,"2022","04000US19","Iowa",2267,328.4585209733491,0.7922346934454773,"Ames, IA","16000US1901855","ames-ia",99325,23173,2054,10.370009737098345,95900,3.571428571428571,6.217090829311101
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2022,"2022","04000US19","Iowa",39,50.11985634456667,0.7716120770251577,"Ames, IA","16000US1901855","ames-ia",,,52,-25,,NaN,0.10695480473892059
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2022,"2022","04000US19","Iowa",713,227.70595073471398,0.4711902406802589,"Ames, IA","16000US1901855","ames-ia",39611,51198,695,2.5899280575539567,36719,7.876031482338844,1.9553532250987276
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2022,"2022","04000US19","Iowa",10680,640.5255654538701,3.144175254644038,"Ames, IA","16000US1901855","ames-ia",58368,5671,10200,4.705882352941177,53114,9.891930564446286,29.289161913119788
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2022,"2022","04000US19","Iowa",3668,455.1087782058263,0.7218343612994367,"Ames, IA","16000US1901855","ames-ia",81929,15368,3866,-5.12157268494568,72337,13.260157319214233,10.059236507240017
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2022,"2022","04000US19","Iowa",874,275.40878707840824,1.1509394219965807,"Ames, IA","16000US1901855","ames-ia",19713,10833,788,10.913705583756345,30006,-34.30313937212557,2.3968845985081177
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2022,"2022","04000US19","Iowa",3575,463.2072970064267,1.4248275633171628,"Ames, IA","16000US1901855","ames-ia",21421,6244,3332,7.292917166866747,23436,-8.597883597883598,9.804190434401052
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2022,"2022","04000US19","Iowa",881,197.60819821049935,0.5112662749141418,"Ames, IA","16000US1901855","ames-ia",,,699,26.03719599427754,,NaN,2.4160816147433084
12,"Public Administration (Group)",19,"Public Administration",2022,"2022","04000US19","Iowa",1296,338.864279616486,0.7586018998052525,"Ames, IA","16000US1901855","ames-ia",139225,55922,1182,9.644670050761421,120605,15.438829235935492,3.5541904344010526
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2021,"2021","04000US19","Iowa",664,217.72000367444423,1.6004239352221248,"Ames, IA","16000US1901855","ames-ia",39070,73261,820,-19.024390243902438,38212,2.245367947241704,1.923188321844407
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2021,"2021","04000US19","Iowa",69,81.60882305241266,0.4363888525860271,"Ames, IA","16000US1901855","ames-ia",155665,109048,65,6.153846153846154,150694,3.298737839595472,0.19984938886636158
1,"Construction (Group)",2,"Construction",2021,"2021","04000US19","Iowa",1071,285.41198292993937,0.4559038667183414,"Ames, IA","16000US1901855","ames-ia",116161,52984,1048,2.1946564885496183,115174,0.8569642454026083,3.102010079360482
2,"Manufacturing (Group)",3,"Manufacturing",2021,"2021","04000US19","Iowa",2662,413.3920657196991,0.7693081006566945,"Ames, IA","16000US1901855","ames-ia",73658,18690,2743,-2.952971199416697,72791,1.1910813149977333,7.710131495105138
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2021,"2021","04000US19","Iowa",660,255.8612905462645,0.7687324735917062,"Ames, IA","16000US1901855","ames-ia",73676,77309,670,-1.4925373134328357,72167,2.0909834134715313,1.9116028500260673
4,"Retail Trade (Group)",5,"Retail Trade",2021,"2021","04000US19","Iowa",3256,499.2163859490191,0.8609497956499595,"Ames, IA","16000US1901855","ames-ia",36817,11137,3060,6.405228758169934,34934,5.390164309841415,9.430574060128599
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2021,"2021","04000US19","Iowa",853,213.08449028495716,0.5121780974098785,"Ames, IA","16000US1901855","ames-ia",49849,24557,751,13.581890812250332,58708,-15.089936635552226,2.4706018652609627
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2021,"2021","04000US19","Iowa",132,81.2157620169878,0.46036173535042113,"Ames, IA","16000US1901855","ames-ia",100209,30236,124,6.451612903225806,89958,11.395317814980324,0.38232057000521347
6,"Information (Group)",8,"Information",2021,"2021","04000US19","Iowa",655,200.6439632782407,0.9857851110174359,"Ames, IA","16000US1901855","ames-ia",30150,12054,779,-15.917843388960208,28768,4.803948832035595,1.8971210102531426
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2021,"2021","04000US19","Iowa",1030,262.497619036821,0.6298547965176702,"Ames, IA","16000US1901855","ames-ia",130206,53580,1092,-5.677655677655678,144262,-9.74338356601184,2.983258993222499
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2021,"2021","04000US19","Iowa",606,239.05857022913864,0.9145676991817552,"Ames, IA","16000US1901855","ames-ia",37219,58851,651,-6.912442396313365,38291,-2.799613486197801,1.7551989804784798
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2021,"2021","04000US19","Iowa",2054,334.98208907343087,0.7785544068012379,"Ames, IA","16000US1901855","ames-ia",95900,17864,2096,-2.0038167938931295,95450,0.47145102147721324,5.9491397787174884
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2021,"2021","04000US19","Iowa",52,59.481089431852205,1.0591671269603737,"Ames, IA","16000US1901855","ames-ia",,,38,36.84210526315789,,NaN,0.15061113363841744
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2021,"2021","04000US19","Iowa",695,197.2460392504752,0.48347061669390995,"Ames, IA","16000US1901855","ames-ia",36719,61081,852,-18.427230046948356,31330,17.200766038940312,2.0129757284365404
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2021,"2021","04000US19","Iowa",10200,666.8208155119335,3.1656919544242133,"Ames, IA","16000US1901855","ames-ia",53114,6875,10197,0.02942041776993233,47767,11.19392048904055,29.542953136766492
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2021,"2021","04000US19","Iowa",3866,485.7406715522183,0.7997067504507087,"Ames, IA","16000US1901855","ames-ia",72337,12772,3648,5.975877192982456,61283,18.037628706166473,11.197358512425419
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2021,"2021","04000US19","Iowa",788,247.095123383688,1.0892772260117756,"Ames, IA","16000US1901855","ames-ia",30006,2570,808,-2.4752475247524752,29771,0.7893587719592893,2.282337948212941
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2021,"2021","04000US19","Iowa",3332,501.66223696826137,1.3761033156876834,"Ames, IA","16000US1901855","ames-ia",23436,6835,3357,-0.7447125409591897,22786,2.8526288071622927,9.650698024677055
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2021,"2021","04000US19","Iowa",699,158.49290204927158,0.42602995706742874,"Ames, IA","16000US1901855","ames-ia",,,900,-22.333333333333332,,NaN,2.0245612002548805
12,"Public Administration (Group)",19,"Public Administration",2021,"2021","04000US19","Iowa",1182,296.05742686174926,0.7287361003320805,"Ames, IA","16000US1901855","ames-ia",120605,58510,1455,-18.762886597938145,124399,-3.049863744885409,3.4235069223194117
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2020,"2020","04000US19","Iowa",820,263.7821070504973,1.9014090527728458,"Ames, IA","16000US1901855","ames-ia",38212,37306,645,27.131782945736433,31834,20.03518250926682,2.3325937304431927
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2020,"2020","04000US19","Iowa",65,76.53757247260982,0.38637428134218493,"Ames, IA","16000US1901855","ames-ia",150694,102411,21,209.52380952380955,,NaN,0.18490072253513112
1,"Construction (Group)",2,"Construction",2020,"2020","04000US19","Iowa",1048,272.7379694871985,0.4461622342604109,"Ames, IA","16000US1901855","ames-ia",115174,46639,1088,-3.6764705882352944,103340,11.45151925682214,2.981168572566422
2,"Manufacturing (Group)",3,"Manufacturing",2020,"2020","04000US19","Iowa",2743,413.5129985865015,0.7788539818172534,"Ames, IA","16000US1901855","ames-ia",72791,16668,2651,3.470388532629196,70938,2.612140178747639,7.802810490982534
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2020,"2020","04000US19","Iowa",670,279.0931744059679,0.7480507290966794,"Ames, IA","16000US1901855","ames-ia",72167,75519,738,-9.214092140921409,72619,-0.6224266376568116,1.9058997553621209
4,"Retail Trade (Group)",5,"Retail Trade",2020,"2020","04000US19","Iowa",3060,414.6540726919247,0.7891468313178177,"Ames, IA","16000US1901855","ames-ia",34934,9226,3195,-4.225352112676056,24558,42.25099763824416,8.704557091653866
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2020,"2020","04000US19","Iowa",751,181.6039647144302,0.4567929764857988,"Ames, IA","16000US1901855","ames-ia",58708,27211,711,5.625879043600563,66407,-11.593657295164666,2.1363145019058996
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2020,"2020","04000US19","Iowa",124,73.24616030891994,0.42748521167839043,"Ames, IA","16000US1901855","ames-ia",89958,133342,94,31.914893617021278,31058,189.64517998583295,0.3527336860670194
6,"Information (Group)",8,"Information",2020,"2020","04000US19","Iowa",779,210.09759636892565,1.1264210092711553,"Ames, IA","16000US1901855","ames-ia",28768,10602,804,-3.109452736318408,31735,-9.349298881361273,2.215964043921033
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2020,"2020","04000US19","Iowa",1092,309.3428518650464,0.664462620124441,"Ames, IA","16000US1901855","ames-ia",144262,37874,1135,-3.7885462555066076,132839,8.5991312792177,3.106332138590203
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2020,"2020","04000US19","Iowa",651,270.8228203087768,0.952290350554489,"Ames, IA","16000US1901855","ames-ia",38291,37834,585,11.282051282051283,41835,-8.471375642404686,1.8518518518518516
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2020,"2020","04000US19","Iowa",2096,319.37751955953325,0.8028585295816416,"Ames, IA","16000US1901855","ames-ia",95450,14670,2200,-4.7272727272727275,85078,12.191165753778884,5.962337145132844
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2020,"2020","04000US19","Iowa",38,48.507731342539614,0.7777096051537582,"Ames, IA","16000US1901855","ames-ia",,,37,2.7027027027027026,,NaN,0.1080958070205382
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2020,"2020","04000US19","Iowa",852,245.46486510293073,0.5795733503679883,"Ames, IA","16000US1901855","ames-ia",31330,35118,666,27.927927927927925,32704,-4.201320939334638,2.4236217784604883
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2020,"2020","04000US19","Iowa",10197,744.4199083850458,3.114898703484116,"Ames, IA","16000US1901855","ames-ia",47767,5249,10400,-1.9519230769230769,44453,7.455064900006748,29.00665642601126
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2020,"2020","04000US19","Iowa",3648,476.7315806614871,0.7421165455256359,"Ames, IA","16000US1901855","ames-ia",61283,18760,3517,3.7247654250781914,62891,-2.5568046302332608,10.377197473971668
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2020,"2020","04000US19","Iowa",808,283.17662332897464,1.0660807596586013,"Ames, IA","16000US1901855","ames-ia",29771,3910,573,41.012216404886566,36757,-19.005903637402398,2.298458212436707
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2020,"2020","04000US19","Iowa",3357,485.8981374732775,1.3184423341273055,"Ames, IA","16000US1901855","ames-ia",22786,7674,3660,-8.278688524590164,25496,-10.629118293065579,9.549411162314387
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2020,"2020","04000US19","Iowa",900,248.06853891616328,0.5309587868865487,"Ames, IA","16000US1901855","ames-ia",,,960,-6.25,,NaN,2.5601638504864312
12,"Public Administration (Group)",19,"Public Administration",2020,"2020","04000US19","Iowa",1455,302.20026472523153,0.8873566880342088,"Ames, IA","16000US1901855","ames-ia",124399,25915,1415,2.8268551236749118,110126,12.960608757241705,4.138931558286397
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2019,"2019","04000US19","Iowa",645,235.53555994796199,1.4595502063314743,"Ames, IA","16000US1901855","ames-ia",31834,15844,599,7.6794657762938225,38047,-16.329802612558154,1.8378686422567316
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2019,"2019","04000US19","Iowa",21,32.526911934581186,0.11670555270606366,"Ames, IA","16000US1901855","ames-ia",,,19,10.526315789473683,,NaN,0.059837583701381966
1,"Construction (Group)",2,"Construction",2019,"2019","04000US19","Iowa",1088,291.19409334668865,0.4702720971852201,"Ames, IA","16000US1901855","ames-ia",103340,45364,1436,-24.233983286908078,73725,40.169548999660904,3.1001567174811226
2,"Manufacturing (Group)",3,"Manufacturing",2019,"2019","04000US19","Iowa",2651,361.6144355525647,0.7473067696355399,"Ames, IA","16000US1901855","ames-ia",70938,12130,2682,-1.1558538404175989,67457,5.160324354774152,7.553782590112551
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2019,"2019","04000US19","Iowa",738,304.4634625041238,0.8106726074458428,"Ames, IA","16000US1901855","ames-ia",72619,64977,559,32.021466905187836,101722,-28.610330115412598,2.102863655791423
4,"Retail Trade (Group)",5,"Retail Trade",2019,"2019","04000US19","Iowa",3195,457.8493201916979,0.8163902163116896,"Ames, IA","16000US1901855","ames-ia",24558,7765,3328,-3.9963942307692304,24701,-0.5789239302052549,9.103860948853113
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2019,"2019","04000US19","Iowa",711,206.51634317893584,0.4456892639615131,"Ames, IA","16000US1901855","ames-ia",66407,45444,559,27.191413237924866,46739,42.08048952694752,2.0259296196039323
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2019,"2019","04000US19","Iowa",94,77.07788269017254,0.3273164724111015,"Ames, IA","16000US1901855","ames-ia",31058,67485,104,-9.615384615384617,68854,-54.89296191942371,0.2678444222823764
6,"Information (Group)",8,"Information",2019,"2019","04000US19","Iowa",804,329.2430713014322,1.1390702906392285,"Ames, IA","16000US1901855","ames-ia",31735,31479,597,34.67336683417086,61425,-48.33536833536834,2.2909246331386237
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2019,"2019","04000US19","Iowa",1135,294.06971962444555,0.7010334914485172,"Ames, IA","16000US1901855","ames-ia",132839,57728,958,18.47599164926931,151590,-12.369549442575368,3.234078928622311
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2019,"2019","04000US19","Iowa",585,227.66861883008823,0.8581061067587633,"Ames, IA","16000US1901855","ames-ia",41835,40580,453,29.13907284768212,40385,3.5904419957905165,1.6669041173956405
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2019,"2019","04000US19","Iowa",2200,362.0828634442674,0.8711162821781866,"Ames, IA","16000US1901855","ames-ia",85078,27041,2228,-1.2567324955116697,79018,7.669138677263408,6.268699244906682
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2019,"2019","04000US19","Iowa",37,47.07440918375928,0.8265221192053382,"Ames, IA","16000US1901855","ames-ia",,,9,311.11111111111114,,NaN,0.10542812366433965
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2019,"2019","04000US19","Iowa",666,229.47330999486627,0.44627178395650663,"Ames, IA","16000US1901855","ames-ia",32704,44836,665,0.15037593984962408,30606,6.854865059138731,1.8977062259581137
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2019,"2019","04000US19","Iowa",10400,705.1134660464229,3.1977509775004167,"Ames, IA","16000US1901855","ames-ia",44453,6439,11279,-7.793244081922156,43767,1.567390956656842,29.6338509759225
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2019,"2019","04000US19","Iowa",3517,460.5844113732031,0.722017836595023,"Ames, IA","16000US1901855","ames-ia",62891,22921,3598,-2.2512506948304614,58146,8.160492553228082,10.021370565607636
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2019,"2019","04000US19","Iowa",573,193.19679086361657,0.7419471964290925,"Ames, IA","16000US1901855","ames-ia",36757,30187,679,-15.61119293078056,37945,-3.1308472789563844,1.6327112124234222
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2019,"2019","04000US19","Iowa",3660,512.9103235459391,1.3975254572598035,"Ames, IA","16000US1901855","ames-ia",25496,6127,3701,-1.1078087003512564,22887,11.39948442347184,10.42883601652657
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2019,"2019","04000US19","Iowa",960,261.767072031606,0.5630371994167197,"Ames, IA","16000US1901855","ames-ia",,,1021,-5.974534769833497,,NaN,2.735432397777461
12,"Public Administration (Group)",19,"Public Administration",2019,"2019","04000US19","Iowa",1415,278.77230852435827,0.8751016269869384,"Ames, IA","16000US1901855","ames-ia",110126,38211,1311,7.9328756674294425,93159,18.212947755987074,4.03191337797407
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2018,"2018","04000US19","Iowa",599,210.23082552280482,1.3030567105068147,"Ames, IA","16000US1901855","ames-ia",38047,28069,598,0.16722408026755853,38537,-1.2715053065884734,1.6738857063015231
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2018,"2018","04000US19","Iowa",19,32.55764119219941,0.09754381047744014,"Ames, IA","16000US1901855","ames-ia",,,40,-52.5,,NaN,0.05309487215313679
1,"Construction (Group)",2,"Construction",2018,"2018","04000US19","Iowa",1436,300.60106453570654,0.6206862961560553,"Ames, IA","16000US1901855","ames-ia",73725,40528,1348,6.528189910979229,63036,16.9569769655435,4.01285454799497
2,"Manufacturing (Group)",3,"Manufacturing",2018,"2018","04000US19","Iowa",2682,375.2292632511489,0.7361307962538983,"Ames, IA","16000US1901855","ames-ia",67457,11180,2774,-3.316510454217736,67734,-0.40895266778870293,7.494760374458571
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2018,"2018","04000US19","Iowa",559,224.54398232862974,0.5926562225592514,"Ames, IA","16000US1901855","ames-ia",101722,86085,471,18.683651804670912,63780,59.48886798369395,1.562107028084393
4,"Retail Trade (Group)",5,"Retail Trade",2018,"2018","04000US19","Iowa",3328,454.82853912216194,0.8239294178442558,"Ames, IA","16000US1901855","ames-ia",24701,4299,3341,-0.38910505836575876,20970,17.792083929422986,9.299986027665224
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2018,"2018","04000US19","Iowa",559,164.69365500832143,0.35473216425173454,"Ames, IA","16000US1901855","ames-ia",46739,32068,537,4.0968342644320295,39597,18.036719953531833,1.562107028084393
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2018,"2018","04000US19","Iowa",104,65.37583651472463,0.35285577412004754,"Ames, IA","16000US1901855","ames-ia",68854,59651,117,-11.11111111111111,65455,5.192880604995798,0.29062456336453824
6,"Information (Group)",8,"Information",2018,"2018","04000US19","Iowa",597,188.22327167489144,0.8052855366549393,"Ames, IA","16000US1901855","ames-ia",61425,59588,627,-4.784688995215311,70803,-13.245201474513793,1.6682967723906663
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2018,"2018","04000US19","Iowa",958,280.0714194629648,0.5800798367663491,"Ames, IA","16000US1901855","ames-ia",151590,63462,980,-2.2448979591836733,135082,12.220725189144371,2.6770993433002657
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2018,"2018","04000US19","Iowa",453,172.67889274604468,0.6518353850706351,"Ames, IA","16000US1901855","ames-ia",40385,20985,306,48.03921568627451,39686,1.7613264123368444,1.2658935308089982
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2018,"2018","04000US19","Iowa",2228,364.9780815336724,0.8833770910900238,"Ames, IA","16000US1901855","ames-ia",79018,26118,2001,11.344327836081959,68132,15.97780778488816,6.2260723766941455
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2018,"2018","04000US19","Iowa",9,25.553864678361276,0.2241853871600107,"Ames, IA","16000US1901855","ames-ia",,,7,28.57142857142857,,NaN,0.025150202598854265
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2018,"2018","04000US19","Iowa",665,223.23306206742765,0.43542986704872116,"Ames, IA","16000US1901855","ames-ia",30606,11421,779,-14.634146341463413,29501,3.7456357411613164,1.8583205253597876
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2018,"2018","04000US19","Iowa",11279,887.2440475990808,3.4113092545171826,"Ames, IA","16000US1901855","ames-ia",43767,7276,10807,4.367539557694087,44048,-0.63794042862332,31.518792790275256
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2018,"2018","04000US19","Iowa",3598,489.15539453224875,0.7250453473300785,"Ames, IA","16000US1901855","ames-ia",58146,14936,3809,-5.539511682856393,55734,4.327699429432663,10.054492105630851
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2018,"2018","04000US19","Iowa",679,219.71344974762013,0.8649902217633241,"Ames, IA","16000US1901855","ames-ia",37945,7588,615,10.40650406504065,34782,9.093784141222471,1.8974430627357832
